Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Day of Week ,Time Slot,Ticket Status,Victim Group,Resolution Time
8373,12/15/2020,12/14/2020,15-12-2020 18:06,Lucknow,151,ROBBERY,46,M,Poison,Violent Crime,6,Yes,2/20/2021,Monday,Afternoon,Solved,Adult,67
15919,10/25/2021,10/25/2021,25-10-2021 16:50,Hyderabad,320,HOMICIDE,50,F,None,Other Crime,8,No,,Monday,Night,Pending,Adult,N/A
34890,12/25/2023,12/24/2023,24-12-2023 22:27,Bangalore,267,IDENTITY THEFT,27,F,Firearm,Violent Crime,11,Yes,2/24/2024,Sunday,Night,Solved,Adult,61
2862,4/30/2020,4/29/2020,29-04-2020 08:48,Thane,316,SEXUAL ASSAULT,26,F,None,Violent Crime,6,Yes,2/24/2021,Wednesday,Night,Solved,Adult,300
39825,7/18/2024,7/17/2024,17-07-2024 14:06,Mumbai,229,VANDALISM,43,M,Explosives,Other Crime,1,No,,Wednesday,Evening,Pending,Adult,N/A
20352,4/29/2022,4/27/2022,28-04-2022 14:46,Hyderabad,110,ILLEGAL POSSESSION,68,M,Other,Other Crime,19,No,,Wednesday,Night,Pending,Senior,N/A
10066,2/24/2021,2/23/2021,23-02-2021 16:21,Ahmedabad,313,ARSON,28,M,Explosives,Fire Accident,13,No,,Tuesday,Night,Pending,Adult,N/A
35461,1/19/2024,1/17/2024,17-01-2024 23:36,Delhi,335,DRUG OFFENSE,79,M,Poison,Other Crime,2,No,,Wednesday,Evening,Pending,Senior,N/A
21776,6/27/2022,6/26/2022,27-06-2022 01:41,Delhi,215,DOMESTIC VIOLENCE,79,F,Poison,Violent Crime,6,Yes,7/15/2022,Sunday,Night,Solved,Senior,18
6931,10/17/2020,10/15/2020,16-10-2020 06:42,Hyderabad,239,IDENTITY THEFT,26,F,Firearm,Violent Crime,9,No,,Thursday,Afternoon,Pending,Adult,N/A
18050,1/24/2022,1/22/2022,22-01-2022 18:16,Mumbai,426,COUNTERFEITING,73,F,Poison,Other Crime,18,No,,Saturday,Night,Pending,Senior,N/A
5608,8/24/2020,8/21/2020,22-08-2020 04:59,Chennai,436,IDENTITY THEFT,43,M,Poison,Violent Crime,17,Yes,8/31/2020,Friday,Night,Solved,Adult,7
7919,11/27/2020,11/25/2020,25-11-2020 23:23,Chennai,453,COUNTERFEITING,28,F,Poison,Other Crime,15,No,,Wednesday,Night,Pending,Adult,N/A
36206,2/17/2024,2/17/2024,17-02-2024 14:49,Bangalore,170,EXTORTION,71,M,Blunt Object,Other Crime,11,No,,Saturday,Evening,Pending,Senior,N/A
12891,6/22/2021,6/21/2021,21-06-2021 05:31,Pune,294,DOMESTIC VIOLENCE,27,F,Other,Violent Crime,10,No,,Monday,Night,Pending,Adult,N/A
9210,1/20/2021,1/18/2021,19-01-2021 04:22,Bangalore,398,ROBBERY,17,M,Knife,Violent Crime,14,Yes,5/17/2021,Monday,Evening,Solved,Minor,117
33786,11/9/2023,8/11/2023,08-11-2023 17:41,Faridabad,167,SEXUAL ASSAULT,54,F,Knife,Violent Crime,11,Yes,5/31/2024,Friday,Morning,Solved,Adult,204
35442,1/17/2024,1/16/2024,17-01-2024 15:10,Lucknow,415,PUBLIC INTOXICATION,17,F,None,Other Crime,11,Yes,1/20/2024,Tuesday,Evening,Solved,Minor,3
22456,7/24/2022,7/24/2022,25-07-2022 07:17,Hyderabad,436,EXTORTION,70,Other,Knife,Other Crime,15,No,,Sunday,Night,Pending,Senior,N/A
30384,6/21/2023,6/19/2023,20-06-2023 01:27,Delhi,207,ILLEGAL POSSESSION,31,F,Other,Other Crime,7,No,,Monday,Evening,Pending,Adult,N/A
2769,4/28/2020,4/25/2020,26-04-2020 01:00,Ahmedabad,163,FRAUD,61,M,Knife,Other Crime,18,No,,Saturday,Night,Pending,Senior,N/A
15025,9/20/2021,9/18/2021,18-09-2021 14:05,Hyderabad,156,ILLEGAL POSSESSION,19,M,Explosives,Other Crime,5,Yes,10/31/2021,Saturday,Evening,Solved,Adult,41
29103,4/27/2023,4/27/2023,28-04-2023 13:54,Chennai,523,ROBBERY,78,Other,Blunt Object,Violent Crime,14,Yes,10/7/2023,Thursday,Night,Solved,Senior,163
3955,6/15/2020,6/13/2020,14-06-2020 02:01,Pune,535,ROBBERY,77,F,Other,Violent Crime,11,Yes,11/28/2020,Saturday,Afternoon,Solved,Senior,166
26025,12/21/2022,12/20/2022,20-12-2022 23:14,Ghaziabad,470,SHOPLIFTING,53,M,None,Other Crime,3,Yes,3/9/2023,Tuesday,Evening,Solved,Adult,78
18808,2/24/2022,2/22/2022,23-02-2022 10:55,Chennai,208,FRAUD,41,F,Other,Other Crime,8,Yes,4/23/2022,Tuesday,Night,Solved,Adult,58
29554,5/17/2023,5/16/2023,16-05-2023 11:34,Thane,498,ILLEGAL POSSESSION,42,M,Poison,Other Crime,17,Yes,8/12/2023,Tuesday,Afternoon,Solved,Adult,87
4574,7/11/2020,9/7/2020,10-07-2020 3:02,Delhi,224,TRAFFIC VIOLATION,61,F,Explosives,Traffic Fatality,7,No,,Monday,Morning,Pending,Senior,N/A
3577,5/29/2020,5/29/2020,29-05-2020 22:38,Jaipur,572,FRAUD,54,F,Knife,Other Crime,8,No,,Friday,Night,Pending,Adult,N/A
19147,3/9/2022,8/3/2022,09-03-2022 16:18,Bhopal,589,TRAFFIC VIOLATION,19,M,Poison,Traffic Fatality,15,No,,Wednesday,Morning,Pending,Adult,N/A
30326,6/17/2023,6/17/2023,17-06-2023 20:27,Delhi,532,SEXUAL ASSAULT,57,F,Other,Violent Crime,19,Yes,4/26/2024,Saturday,Evening,Solved,Adult,314
134,1/6/2020,6/1/2020,07-01-2020 0:56,Lucknow,465,ILLEGAL POSSESSION,75,F,Knife,Other Crime,8,No,,Monday,Morning,Pending,Senior,N/A
24069,10/1/2022,9/29/2022,30-09-2022 10:35,Agra,361,ARSON,57,Other,Poison,Fire Accident,16,Yes,12/19/2022,Thursday,Night,Solved,Adult,79
27384,2/16/2023,2/14/2023,15-02-2023 03:09,Ahmedabad,560,VEHICLE - STOLEN,44,Other,Other,Violent Crime,11,Yes,3/4/2023,Tuesday,Afternoon,Solved,Adult,16
18356,2/5/2022,3/2/2022,04-02-2022 18:29,Kolkata,520,TRAFFIC VIOLATION,24,Other,Explosives,Traffic Fatality,12,Yes,2/6/2022,Wednesday,Morning,Solved,Adult,1
25192,11/16/2022,11/15/2022,16-11-2022 04:14,Delhi,521,IDENTITY THEFT,20,Other,Knife,Violent Crime,6,Yes,1/5/2023,Tuesday,Afternoon,Solved,Adult,50
8806,1/2/2021,1/1/2021,02-01-2021 9:34,Lucknow,451,VANDALISM,18,F,Explosives,Other Crime,12,Yes,2/22/2021,Friday,Morning,Solved,Adult,51
24707,10/28/2022,10/26/2022,27-10-2022 08:07,Mumbai,121,VEHICLE - STOLEN,47,F,Firearm,Violent Crime,4,Yes,11/14/2022,Wednesday,Night,Solved,Adult,17
6658,10/6/2020,4/10/2020,04-10-2020 11:53,Lucknow,255,FRAUD,68,M,None,Other Crime,8,No,,Friday,Morning,Pending,Senior,N/A
8562,12/24/2020,12/22/2020,23-12-2020 06:26,Delhi,204,CYBERCRIME,10,F,Knife,Other Crime,8,No,,Tuesday,Night,Pending,Minor,N/A
18048,1/24/2022,1/21/2022,22-01-2022 10:22,Pune,317,SHOPLIFTING,44,M,Firearm,Other Crime,1,No,,Friday,Night,Pending,Adult,N/A
20185,4/23/2022,4/21/2022,21-04-2022 23:55,Pune,136,HOMICIDE,33,M,Blunt Object,Other Crime,6,No,,Thursday,Night,Pending,Adult,N/A
4556,7/9/2020,8/7/2020,09-07-2020 9:29,Hyderabad,263,ILLEGAL POSSESSION,10,M,Other,Other Crime,16,Yes,7/25/2020,Friday,Morning,Solved,Minor,16
1006,2/14/2020,11/2/2020,12-02-2020 14:57,Surat,574,BURGLARY,15,M,Explosives,Other Crime,6,Yes,4/9/2020,Monday,Afternoon,Solved,Minor,55
36798,3/13/2024,3/13/2024,13-03-2024 22:35,Varanasi,407,TRAFFIC VIOLATION,26,F,Blunt Object,Traffic Fatality,5,No,,Wednesday,Afternoon,Pending,Adult,N/A
31709,8/17/2023,8/14/2023,14-08-2023 04:18,Delhi,263,ILLEGAL POSSESSION,53,F,Explosives,Other Crime,15,Yes,8/31/2023,Monday,Afternoon,Solved,Adult,14
28762,4/13/2023,4/13/2023,14-04-2023 02:22,Delhi,448,FIREARM OFFENSE,18,Other,Other,Fire Accident,11,Yes,4/20/2023,Thursday,Afternoon,Solved,Adult,7
5397,8/14/2020,12/8/2020,13-08-2020 02:05,Mumbai,583,KIDNAPPING,79,M,Explosives,Other Crime,17,No,,Tuesday,Afternoon,Pending,Senior,N/A
2127,3/30/2020,3/29/2020,29-03-2020 21:49,Delhi,465,DOMESTIC VIOLENCE,53,F,Poison,Violent Crime,6,Yes,5/5/2020,Sunday,Night,Solved,Adult,36
11029,4/5/2021,4/4/2021,04-04-2021 21:17,Kolkata,376,SHOPLIFTING,78,F,None,Other Crime,13,No,,Sunday,Morning,Pending,Senior,N/A
14758,9/9/2021,6/9/2021,07-09-2021 15:21,Jaipur,477,HOMICIDE,75,M,Explosives,Other Crime,5,Yes,5/28/2022,Wednesday,Morning,Solved,Senior,261
38511,5/24/2024,5/23/2024,23-05-2024 16:20,Chennai,298,CYBERCRIME,12,F,Explosives,Other Crime,17,Yes,7/21/2024,Thursday,Night,Solved,Minor,58
27448,2/18/2023,2/17/2023,17-02-2023 19:17,Mumbai,517,TRAFFIC VIOLATION,76,F,Other,Traffic Fatality,1,No,,Friday,Evening,Pending,Senior,N/A
3335,5/19/2020,5/18/2020,19-05-2020 21:57,Kalyan,383,KIDNAPPING,73,F,Poison,Other Crime,18,No,,Monday,Evening,Pending,Senior,N/A
35239,1/9/2024,8/1/2024,08-01-2024 19:15,Kanpur,577,ARSON,20,M,None,Fire Accident,12,No,,Thursday,Morning,Pending,Adult,N/A
24539,10/22/2022,10/19/2022,19-10-2022 16:00,Nagpur,138,BURGLARY,37,Other,None,Other Crime,5,Yes,12/14/2022,Wednesday,Evening,Solved,Adult,53
2382,4/10/2020,9/4/2020,09-04-2020 6:43,Ahmedabad,340,KIDNAPPING,67,F,Other,Other Crime,15,No,,Friday,Morning,Pending,Senior,N/A
9750,2/12/2021,10/2/2021,10-02-2021 19:21,Surat,176,PUBLIC INTOXICATION,64,F,Explosives,Other Crime,4,Yes,2/28/2021,Saturday,Morning,Solved,Senior,16
26892,1/28/2023,1/25/2023,25-01-2023 13:23,Ghaziabad,201,TRAFFIC VIOLATION,17,Other,None,Traffic Fatality,13,No,,Wednesday,Night,Pending,Minor,N/A
24927,11/7/2022,4/11/2022,05-11-2022 12:24,Ghaziabad,485,DRUG OFFENSE,47,F,Explosives,Other Crime,15,No,,Monday,Morning,Pending,Adult,N/A
11611,5/1/2021,4/28/2021,28-04-2021 19:06,Hyderabad,368,ILLEGAL POSSESSION,66,M,None,Other Crime,2,No,,Wednesday,Night,Pending,Senior,N/A
5883,9/3/2020,2/9/2020,02-09-2020 13:04,Agra,362,CYBERCRIME,33,M,Other,Other Crime,1,No,,Sunday,Morning,Pending,Adult,N/A
29710,5/25/2023,5/22/2023,23-05-2023 12:42,Visakhapatnam,418,DRUG OFFENSE,73,F,Explosives,Other Crime,10,Yes,7/15/2023,Monday,Night,Solved,Senior,51
25506,11/30/2022,11/28/2022,28-11-2022 17:16,Ludhiana,429,CYBERCRIME,43,Other,Other,Other Crime,1,No,,Monday,Night,Pending,Adult,N/A
29692,5/22/2023,5/22/2023,22-05-2023 06:06,Surat,504,ARSON,56,F,Poison,Fire Accident,19,No,,Monday,Night,Pending,Adult,N/A
19264,3/14/2022,3/13/2022,13-03-2022 15:58,Mumbai,450,BURGLARY,40,M,Firearm,Other Crime,19,No,,Sunday,Afternoon,Pending,Adult,N/A
39735,7/14/2024,7/13/2024,13-07-2024 20:33,Agra,107,ROBBERY,12,M,Knife,Violent Crime,16,No,,Saturday,Afternoon,Pending,Minor,N/A
40092,7/28/2024,7/28/2024,28-07-2024 15:58,Agra,164,COUNTERFEITING,41,F,Poison,Other Crime,12,Yes,8/8/2024,Sunday,Night,Solved,Adult,11
14104,8/13/2021,10/8/2021,11-08-2021 1:07,Patna,107,DOMESTIC VIOLENCE,50,M,None,Violent Crime,17,Yes,10/6/2021,Friday,Morning,Solved,Adult,54
11747,5/4/2021,4/5/2021,05-05-2021 9:17,Mumbai,271,FIREARM OFFENSE,14,F,None,Fire Accident,3,Yes,6/1/2021,Monday,Morning,Solved,Minor,28
24263,10/9/2022,7/10/2022,08-10-2022 17:12,Ahmedabad,539,ILLEGAL POSSESSION,62,Other,Other,Other Crime,11,No,,Sunday,Morning,Pending,Senior,N/A
26693,1/17/2023,1/17/2023,17-01-2023 08:33,Lucknow,304,ILLEGAL POSSESSION,12,Other,Knife,Other Crime,3,No,,Tuesday,Evening,Pending,Minor,N/A
35617,1/24/2024,1/24/2024,24-01-2024 02:41,Ahmedabad,341,DOMESTIC VIOLENCE,34,M,Other,Violent Crime,13,Yes,2/4/2024,Wednesday,Night,Solved,Adult,11
18898,2/27/2022,2/26/2022,27-02-2022 01:23,Mumbai,518,PUBLIC INTOXICATION,14,M,Explosives,Other Crime,6,No,,Saturday,Night,Pending,Minor,N/A
14901,9/13/2021,12/9/2021,13-09-2021 03:03,Mumbai,571,BURGLARY,49,M,Other,Other Crime,2,Yes,2/9/2022,Thursday,Afternoon,Solved,Adult,149
24162,10/4/2022,3/10/2022,04-10-2022 8:29,Bangalore,518,DRUG OFFENSE,33,Other,Poison,Other Crime,14,No,,Thursday,Morning,Pending,Adult,N/A
18968,3/4/2022,1/3/2022,01-03-2022 21:13,Bhopal,205,HOMICIDE,29,F,None,Other Crime,1,No,,Monday,Morning,Pending,Adult,N/A
17271,12/22/2021,12/20/2021,21-12-2021 07:09,Bangalore,272,VANDALISM,56,F,Knife,Other Crime,13,No,,Monday,Night,Pending,Adult,N/A
31445,8/5/2023,3/8/2023,03-08-2023 4:00,Agra,557,KIDNAPPING,63,F,Firearm,Other Crime,2,Yes,9/11/2023,Wednesday,Morning,Solved,Senior,37
34779,12/22/2023,12/20/2023,20-12-2023 12:40,Bhopal,584,IDENTITY THEFT,74,F,None,Violent Crime,9,Yes,2/1/2024,Wednesday,Evening,Solved,Senior,41
9080,1/15/2021,1/13/2021,13-01-2021 08:31,Mumbai,595,DOMESTIC VIOLENCE,54,F,Poison,Violent Crime,15,Yes,4/1/2021,Wednesday,Afternoon,Solved,Adult,76
22696,8/5/2022,3/8/2022,04-08-2022 13:58,Bangalore,517,TRAFFIC VIOLATION,59,F,Explosives,Traffic Fatality,2,No,,Tuesday,Morning,Pending,Adult,N/A
28859,4/18/2023,4/17/2023,17-04-2023 11:18,Kanpur,245,TRAFFIC VIOLATION,51,Other,Other,Traffic Fatality,19,No,,Monday,Evening,Pending,Adult,N/A
3197,5/14/2020,5/13/2020,13-05-2020 13:20,Hyderabad,410,FIREARM OFFENSE,36,F,Other,Fire Accident,11,Yes,7/23/2020,Wednesday,Afternoon,Solved,Adult,70
19588,3/29/2022,3/27/2022,27-03-2022 04:02,Hyderabad,222,DOMESTIC VIOLENCE,50,Other,Other,Violent Crime,6,Yes,4/20/2022,Sunday,Night,Solved,Adult,22
14286,8/19/2021,8/18/2021,18-08-2021 13:11,Mumbai,405,SEXUAL ASSAULT,11,F,Blunt Object,Violent Crime,2,No,,Wednesday,Evening,Pending,Minor,N/A
33956,11/16/2023,11/15/2023,16-11-2023 11:52,Jaipur,493,IDENTITY THEFT,11,F,Blunt Object,Violent Crime,13,Yes,1/14/2024,Wednesday,Afternoon,Solved,Minor,59
5554,8/20/2020,8/19/2020,20-08-2020 06:55,Kolkata,188,FRAUD,59,M,Poison,Other Crime,14,Yes,10/7/2020,Wednesday,Evening,Solved,Adult,48
21422,6/13/2022,11/6/2022,11-06-2022 13:31,Mumbai,301,CYBERCRIME,33,M,Knife,Other Crime,6,No,,Sunday,Morning,Pending,Adult,N/A
28406,3/30/2023,3/29/2023,29-03-2023 21:36,Kanpur,529,ASSAULT,47,M,Other,Violent Crime,19,Yes,5/14/2023,Wednesday,Night,Solved,Adult,45
37986,5/4/2024,1/5/2024,01-05-2024 18:44,Ahmedabad,458,COUNTERFEITING,60,F,Blunt Object,Other Crime,6,Yes,6/17/2024,Friday,Morning,Solved,Senior,44
13460,7/15/2021,7/14/2021,14-07-2021 21:12,Mumbai,452,SEXUAL ASSAULT,57,M,None,Violent Crime,12,Yes,12/22/2022,Wednesday,Afternoon,Solved,Adult,525
28341,3/27/2023,3/26/2023,26-03-2023 21:57,Mumbai,303,DRUG OFFENSE,26,M,Other,Other Crime,12,Yes,5/31/2023,Sunday,Night,Solved,Adult,65
5659,8/24/2020,8/23/2020,23-08-2020 22:33,Visakhapatnam,202,DRUG OFFENSE,39,F,Poison,Other Crime,13,No,,Sunday,Night,Pending,Adult,N/A
38038,5/6/2024,3/5/2024,04-05-2024 4:07,Delhi,271,SEXUAL ASSAULT,55,M,Firearm,Violent Crime,5,Yes,2/14/2025,Tuesday,Morning,Solved,Adult,284
32477,9/16/2023,9/15/2023,15-09-2023 04:47,Delhi,403,CYBERCRIME,39,M,Poison,Other Crime,10,Yes,12/9/2023,Friday,Afternoon,Solved,Adult,84
24954,11/7/2022,5/11/2022,06-11-2022 15:20,Agra,284,COUNTERFEITING,53,F,Poison,Other Crime,18,No,,Wednesday,Morning,Pending,Adult,N/A
18412,2/9/2022,6/2/2022,06-02-2022 7:45,Mumbai,192,KIDNAPPING,58,F,Knife,Other Crime,1,No,,Thursday,Morning,Pending,Adult,N/A
10212,3/2/2021,1/3/2021,01-03-2021 14:18,Hyderabad,497,DOMESTIC VIOLENCE,51,F,Firearm,Violent Crime,12,Yes,5/7/2021,Sunday,Morning,Solved,Adult,66
18210,1/28/2022,1/28/2022,29-01-2022 05:02,Kolkata,159,COUNTERFEITING,36,Other,Explosives,Other Crime,12,No,,Friday,Night,Pending,Adult,N/A
39416,7/2/2024,6/30/2024,30-06-2024 19:32,Chennai,287,IDENTITY THEFT,10,M,Blunt Object,Violent Crime,7,Yes,8/21/2024,Sunday,Night,Solved,Minor,50
27017,1/31/2023,1/30/2023,31-01-2023 05:31,Bangalore,526,BURGLARY,60,Other,None,Other Crime,6,No,,Monday,Night,Pending,Senior,N/A
17222,12/18/2021,12/18/2021,19-12-2021 10:01,Bangalore,390,FRAUD,31,Other,Firearm,Other Crime,15,Yes,2/6/2022,Saturday,Evening,Solved,Adult,50
25626,12/6/2022,3/12/2022,03-12-2022 17:41,Nagpur,449,ROBBERY,69,Other,Explosives,Violent Crime,9,Yes,6/2/2023,Saturday,Morning,Solved,Senior,178
28135,3/18/2023,3/18/2023,18-03-2023 07:24,Ahmedabad,543,ILLEGAL POSSESSION,56,F,Knife,Other Crime,19,Yes,4/5/2023,Saturday,Evening,Solved,Adult,18
22072,7/9/2022,8/7/2022,08-07-2022 15:05,Bhopal,239,CYBERCRIME,74,F,Blunt Object,Other Crime,3,Yes,8/8/2022,Sunday,Morning,Solved,Senior,30
28267,3/24/2023,3/23/2023,24-03-2023 10:18,Agra,336,PUBLIC INTOXICATION,10,Other,Poison,Other Crime,7,Yes,4/20/2023,Thursday,Night,Solved,Minor,27
25665,12/5/2022,5/12/2022,05-12-2022 9:27,Bangalore,415,TRAFFIC VIOLATION,23,M,Blunt Object,Traffic Fatality,11,Yes,12/17/2022,Thursday,Morning,Solved,Adult,12
5377,8/12/2020,12/8/2020,12-08-2020 6:11,Thane,561,ILLEGAL POSSESSION,53,F,Explosives,Other Crime,5,Yes,9/13/2020,Tuesday,Afternoon,Solved,Adult,32
17725,1/9/2022,8/1/2022,09-01-2022 4:47,Chennai,216,FIREARM OFFENSE,63,Other,None,Fire Accident,1,No,,Monday,Morning,Pending,Senior,N/A
1015,2/14/2020,12/2/2020,12-02-2020 22:57,Lucknow,199,SHOPLIFTING,41,F,Firearm,Other Crime,5,Yes,2/21/2020,Wednesday,Afternoon,Solved,Adult,7
26861,1/24/2023,1/24/2023,24-01-2023 20:31,Bangalore,243,BURGLARY,64,F,None,Other Crime,19,No,,Tuesday,Night,Pending,Senior,N/A
35164,1/5/2024,5/1/2024,05-01-2024 19:51,Hyderabad,555,ROBBERY,71,M,Knife,Violent Crime,7,Yes,2/25/2024,Wednesday,Morning,Solved,Senior,51
11340,4/17/2021,4/17/2021,18-04-2021 03:03,Bhopal,235,FIREARM OFFENSE,24,M,Blunt Object,Fire Accident,15,Yes,5/5/2021,Saturday,Evening,Solved,Adult,18
38217,5/13/2024,11/5/2024,11-05-2024 14:52,Bangalore,453,SEXUAL ASSAULT,61,M,Knife,Violent Crime,15,No,,Tuesday,Morning,Pending,Senior,N/A
25302,11/22/2022,11/20/2022,20-11-2022 13:34,Chennai,337,ILLEGAL POSSESSION,60,Other,Other,Other Crime,4,No,,Sunday,Evening,Pending,Senior,N/A
17375,12/27/2021,12/24/2021,25-12-2021 16:01,Lucknow,566,CYBERCRIME,13,Other,Blunt Object,Other Crime,10,Yes,3/12/2022,Friday,Night,Solved,Minor,75
2492,4/14/2020,4/13/2020,14-04-2020 14:02,Mumbai,318,SEXUAL ASSAULT,11,M,Other,Violent Crime,8,No,,Monday,Afternoon,Pending,Minor,N/A
33672,11/5/2023,3/11/2023,04-11-2023 3:35,Lucknow,167,FRAUD,59,M,Explosives,Other Crime,6,Yes,12/6/2023,Saturday,Morning,Solved,Adult,31
384,1/19/2020,1/16/2020,17-01-2020 02:48,Thane,136,ILLEGAL POSSESSION,73,F,Explosives,Other Crime,9,No,,Thursday,Evening,Pending,Senior,N/A
20603,5/9/2022,8/5/2022,09-05-2022 9:31,Hyderabad,598,DRUG OFFENSE,63,Other,Firearm,Other Crime,18,No,,Friday,Morning,Pending,Senior,N/A
37777,4/24/2024,4/23/2024,23-04-2024 13:23,Delhi,385,SEXUAL ASSAULT,58,F,Knife,Violent Crime,12,No,,Tuesday,Night,Pending,Adult,N/A
29721,5/25/2023,5/23/2023,23-05-2023 14:27,Indore,289,PUBLIC INTOXICATION,70,M,Other,Other Crime,9,No,,Tuesday,Night,Pending,Senior,N/A
10217,3/2/2021,1/3/2021,02-03-2021 1:02,Indore,482,IDENTITY THEFT,19,F,None,Violent Crime,5,Yes,5/18/2021,Sunday,Morning,Solved,Adult,77
28506,4/3/2023,2/4/2023,03-04-2023 14:00,Varanasi,164,VEHICLE - STOLEN,17,M,Knife,Violent Crime,8,Yes,4/12/2023,Saturday,Morning,Solved,Minor,9
7086,10/24/2020,10/22/2020,22-10-2020 05:33,Chennai,449,COUNTERFEITING,28,F,Other,Other Crime,6,No,,Thursday,Night,Pending,Adult,N/A
18855,2/24/2022,2/24/2022,25-02-2022 05:57,Mumbai,544,ILLEGAL POSSESSION,65,F,None,Other Crime,11,No,,Thursday,Night,Pending,Senior,N/A
3252,5/17/2020,5/15/2020,15-05-2020 19:34,Mumbai,504,DRUG OFFENSE,34,F,Other,Other Crime,16,No,,Friday,Afternoon,Pending,Adult,N/A
12678,6/14/2021,12/6/2021,12-06-2021 10:42,Ghaziabad,493,BURGLARY,75,M,None,Other Crime,15,Yes,12/1/2021,Monday,Afternoon,Solved,Senior,170
9698,2/10/2021,8/2/2021,08-02-2021 7:15,Mumbai,542,SHOPLIFTING,68,F,Other,Other Crime,15,Yes,4/14/2021,Monday,Morning,Solved,Senior,63
12221,5/26/2021,5/24/2021,24-05-2021 11:10,Jaipur,288,DOMESTIC VIOLENCE,66,M,Explosives,Violent Crime,16,No,,Monday,Night,Pending,Senior,N/A
23454,9/4/2022,4/9/2022,05-09-2022 1:51,Kanpur,374,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,6,Yes,11/27/2022,Saturday,Morning,Solved,Adult,84
31581,8/9/2023,8/8/2023,08-08-2023 20:22,Delhi,506,VEHICLE - STOLEN,57,M,Firearm,Violent Crime,8,No,,Tuesday,Morning,Pending,Adult,N/A
237,1/12/2020,10/1/2020,11-01-2020 6:53,Visakhapatnam,561,CYBERCRIME,23,M,Other,Other Crime,7,No,,Thursday,Morning,Pending,Adult,N/A
15669,10/15/2021,10/14/2021,15-10-2021 05:29,Hyderabad,197,FRAUD,18,F,Explosives,Other Crime,14,No,,Thursday,Afternoon,Pending,Adult,N/A
16796,12/2/2021,11/30/2021,30-11-2021 19:24,Mumbai,387,ASSAULT,38,Other,Explosives,Violent Crime,7,No,,Tuesday,Night,Pending,Adult,N/A
33671,11/4/2023,3/11/2023,04-11-2023 9:53,Nagpur,362,FRAUD,24,F,None,Other Crime,16,No,,Saturday,Morning,Pending,Adult,N/A
8173,12/9/2020,6/12/2020,06-12-2020 22:28,Mumbai,593,ASSAULT,39,M,Blunt Object,Violent Crime,6,Yes,12/27/2020,Friday,Morning,Solved,Adult,18
2696,4/23/2020,4/22/2020,22-04-2020 18:50,Delhi,322,ROBBERY,30,M,Blunt Object,Violent Crime,19,Yes,7/16/2020,Wednesday,Night,Solved,Adult,84
9292,1/23/2021,1/22/2021,22-01-2021 14:08,Lucknow,373,ARSON,41,F,Blunt Object,Fire Accident,15,No,,Friday,Night,Pending,Adult,N/A
7846,11/24/2020,11/22/2020,23-11-2020 12:53,Mumbai,495,DOMESTIC VIOLENCE,46,F,Knife,Violent Crime,18,Yes,2/9/2021,Sunday,Night,Solved,Adult,77
6441,9/25/2020,9/25/2020,25-09-2020 14:31,Delhi,222,CYBERCRIME,26,F,Knife,Other Crime,5,No,,Friday,Night,Pending,Adult,N/A
33807,11/10/2023,9/11/2023,10-11-2023 11:27,Ahmedabad,479,BURGLARY,47,F,Poison,Other Crime,5,No,,Monday,Morning,Pending,Adult,N/A
25206,11/18/2022,11/16/2022,16-11-2022 07:14,Mumbai,466,VANDALISM,40,F,None,Other Crime,14,No,,Wednesday,Afternoon,Pending,Adult,N/A
35491,1/21/2024,1/18/2024,18-01-2024 22:42,Bhopal,282,BURGLARY,38,F,Firearm,Other Crime,2,No,,Thursday,Evening,Pending,Adult,N/A
1024,2/15/2020,12/2/2020,13-02-2020 03:56,Bangalore,471,DRUG OFFENSE,56,M,Poison,Other Crime,6,Yes,4/3/2020,Wednesday,Afternoon,Solved,Adult,48
6299,9/21/2020,9/19/2020,20-09-2020 05:23,Mumbai,178,TRAFFIC VIOLATION,19,M,Poison,Traffic Fatality,17,No,,Saturday,Evening,Pending,Adult,N/A
26172,12/27/2022,12/26/2022,26-12-2022 13:10,Hyderabad,430,BURGLARY,51,F,Blunt Object,Other Crime,15,No,,Monday,Night,Pending,Adult,N/A
17066,12/12/2021,12/12/2021,12-12-2021 16:08,Delhi,521,COUNTERFEITING,36,F,Knife,Other Crime,11,Yes,12/27/2021,Sunday,Afternoon,Solved,Adult,15
23708,9/16/2022,9/14/2022,15-09-2022 14:12,Ahmedabad,258,FIREARM OFFENSE,61,Other,Firearm,Fire Accident,1,Yes,12/14/2022,Wednesday,Afternoon,Solved,Senior,89
33120,10/13/2023,11/10/2023,11-10-2023 23:18,Nashik,415,CYBERCRIME,77,F,None,Other Crime,18,No,,Friday,Morning,Pending,Senior,N/A
15277,9/30/2021,9/28/2021,28-09-2021 13:59,Kanpur,567,VEHICLE - STOLEN,52,F,Blunt Object,Violent Crime,11,Yes,11/5/2021,Tuesday,Night,Solved,Adult,36
8779,12/31/2020,12/31/2020,01-01-2021 6:30,Delhi,220,IDENTITY THEFT,50,M,None,Violent Crime,3,Yes,3/20/2021,Thursday,Morning,Solved,Adult,79
